Company Name,Exchange,Ticker,Industry,Country,Broad Group,Sub Group,Sector,Sector_code
Agree Realty Corporation ,NYSE,ADC,R.E.I.T.,United States,United States,United States,Real Estate,60
"Alexander & Baldwin, Inc. ",NYSE,ALEX,R.E.I.T.,United States,United States,United States,Real Estate,60
"Alexander's, Inc. ",NYSE,ALX,R.E.I.T.,United States,United States,United States,Real Estate,60
"Alexandria Real Estate Equities, Inc. ",NYSE,ARE,R.E.I.T.,United States,United States,United States,Real Estate,60
"Alpine Income Property Trust, Inc. ",NYSE,PINE,R.E.I.T.,United States,United States,United States,Real Estate,60
"American Assets Trust, Inc. ",NYSE,AAT,R.E.I.T.,United States,United States,United States,Real Estate,60
"American Campus Communities, Inc. ",NYSE,ACC,R.E.I.T.,United States,United States,United States,Real Estate,60
American Church Mortgage Company ,OTCPK,ACMC,R.E.I.T.,United States,United States,United States,Real Estate,60
"American Finance Trust, Inc. ",NasdaqGS,AFIN,R.E.I.T.,United States,United States,United States,Real Estate,60
American Homes 4 Rent ,NYSE,AMH,R.E.I.T.,United States,United States,United States,Real Estate,60
American Tower Corporation ,NYSE,AMT,R.E.I.T.,United States,United States,United States,Real Estate,60
Americold Realty Trust ,NYSE,COLD,R.E.I.T.,United States,United States,United States,Real Estate,60
"Annaly Capital Management, Inc. ",NYSE,NLY,R.E.I.T.,United States,United States,United States,Real Estate,60
Anworth Mortgage Asset Corporation ,NYSE,ANH,R.E.I.T.,United States,United States,United States,Real Estate,60
Apartment Income REIT Corp. ,NYSE,AIRC,R.E.I.T.,United States,United States,United States,Real Estate,60
Apartment Investment and Management Company ,NYSE,AIV,R.E.I.T.,United States,United States,United States,Real Estate,60
"Apollo Commercial Real Estate Finance, Inc. ",NYSE,ARI,R.E.I.T.,United States,United States,United States,Real Estate,60
"Apple Hospitality REIT, Inc. ",NYSE,APLE,R.E.I.T.,United States,United States,United States,Real Estate,60
"Arbor Realty Trust, Inc. ",NYSE,ABR,R.E.I.T.,United States,United States,United States,Real Estate,60
Ares Commercial Real Estate Corporation ,NYSE,ACRE,R.E.I.T.,United States,United States,United States,Real Estate,60
Arlington Asset Investment Corp. ,NYSE,AAIC,R.E.I.T.,United States,United States,United States,Real Estate,60
"Armada Hoffler Properties, Inc. ",NYSE,AHH,R.E.I.T.,United States,United States,United States,Real Estate,60
"ARMOUR Residential REIT, Inc. ",NYSE,ARR,R.E.I.T.,United States,United States,United States,Real Estate,60
"Ashford Hospitality Trust, Inc. ",NYSE,AHT,R.E.I.T.,United States,United States,United States,Real Estate,60
"AvalonBay Communities, Inc. ",NYSE,AVB,R.E.I.T.,United States,United States,United States,Real Estate,60
"Belpointe REIT, Inc. ",OTCPK,BELP,R.E.I.T.,United States,United States,United States,Real Estate,60
"Bimini Capital Management, Inc. ",OTCPK,BMNM,R.E.I.T.,United States,United States,United States,Real Estate,60
"Blackstone Mortgage Trust, Inc. ",NYSE,BXMT,R.E.I.T.,United States,United States,United States,Real Estate,60
"Bluerock Residential Growth REIT, Inc. ",AMEX,BRG,R.E.I.T.,United States,United States,United States,Real Estate,60
"Boston Properties, Inc. ",NYSE,BXP,R.E.I.T.,United States,United States,United States,Real Estate,60
"Braemar Hotels & Resorts, Inc. ",NYSE,BHR,R.E.I.T.,United States,United States,United States,Real Estate,60
Brandywine Realty Trust ,NYSE,BDN,R.E.I.T.,United States,United States,United States,Real Estate,60
Brixmor Property Group Inc. ,NYSE,BRX,R.E.I.T.,United States,United States,United States,Real Estate,60
Broadmark Realty Capital Inc. ,NYSE,BRMK,R.E.I.T.,United States,United States,United States,Real Estate,60
"Broadstone Net Lease, Inc. ",NYSE,BNL,R.E.I.T.,United States,United States,United States,Real Estate,60
Brookfield Property REIT Inc. ,NasdaqGS,BPYU,R.E.I.T.,United States,United States,United States,Real Estate,60
BRT Apartments Corp. ,NYSE,BRT,R.E.I.T.,United States,United States,United States,Real Estate,60
Camden Property Trust ,NYSE,CPT,R.E.I.T.,United States,United States,United States,Real Estate,60
Capstead Mortgage Corporation ,NYSE,CMO,R.E.I.T.,United States,United States,United States,Real Estate,60
Capstead Mortgage Corporation ,NYSE,CMO,R.E.I.T.,United States,United States,United States,Real Estate,60
"CareTrust REIT, Inc. ",NasdaqGS,CTRE,R.E.I.T.,United States,United States,United States,Real Estate,60
"CatchMark Timber Trust, Inc. ",NYSE,CTT,R.E.I.T.,United States,United States,United States,Real Estate,60
"CBL & Associates Properties, Inc. ",OTCPK,CBLA.Q,R.E.I.T.,United States,United States,United States,Real Estate,60
"Cedar Realty Trust, Inc. ",NYSE,CDR,R.E.I.T.,United States,United States,United States,Real Estate,60
Chatham Lodging Trust ,NYSE,CLDT,R.E.I.T.,United States,United States,United States,Real Estate,60
Cherry Hill Mortgage Investment Corporation ,NYSE,CHMI,R.E.I.T.,United States,United States,United States,Real Estate,60
Chimera Investment Corporation ,NYSE,CIM,R.E.I.T.,United States,United States,United States,Real Estate,60
CIM Commercial Trust Corporation ,NasdaqGM,CMCT,R.E.I.T.,United States,United States,United States,Real Estate,60
Clipper Realty Inc. ,NYSE,CLPR,R.E.I.T.,United States,United States,United States,Real Estate,60
"Colony Capital, Inc. ",NYSE,CLNY,R.E.I.T.,United States,United States,United States,Real Estate,60
"Colony Credit Real Estate, Inc. ",NYSE,CLNC,R.E.I.T.,United States,United States,United States,Real Estate,60
"Columbia Property Trust, Inc. ",NYSE,CXP,R.E.I.T.,United States,United States,United States,Real Estate,60
Community Healthcare Trust Incorporated ,NYSE,CHCT,R.E.I.T.,United States,United States,United States,Real Estate,60
"Condor Hospitality Trust, Inc. ",AMEX,CDOR,R.E.I.T.,United States,United States,United States,Real Estate,60
"CoreCivic, Inc. ",NYSE,CXW,R.E.I.T.,United States,United States,United States,Real Estate,60
"CorEnergy Infrastructure Trust, Inc. ",NYSE,CORR,R.E.I.T.,United States,United States,United States,Real Estate,60
CorePoint Lodging Inc. ,NYSE,CPLG,R.E.I.T.,United States,United States,United States,Real Estate,60
CoreSite Realty Corporation ,NYSE,COR,R.E.I.T.,United States,United States,United States,Real Estate,60
Corporate Office Properties Trust ,NYSE,OFC,R.E.I.T.,United States,United States,United States,Real Estate,60
Cousins Properties Incorporated ,NYSE,CUZ,R.E.I.T.,United States,United States,United States,Real Estate,60
Crown Castle International Corp. ,NYSE,CCI,R.E.I.T.,United States,United States,United States,Real Estate,60
"CTO Realty Growth, Inc. ",AMEX,CTO,R.E.I.T.,United States,United States,United States,Real Estate,60
CubeSmart ,NYSE,CUBE,R.E.I.T.,United States,United States,United States,Real Estate,60
"CV Holdings, Inc. ",OTCPK,CVHL,R.E.I.T.,United States,United States,United States,Real Estate,60
CyrusOne Inc. ,NasdaqGS,CONE,R.E.I.T.,United States,United States,United States,Real Estate,60
DiamondRock Hospitality Company ,NYSE,DRH,R.E.I.T.,United States,United States,United States,Real Estate,60
"Digital Realty Trust, Inc. ",NYSE,DLR,R.E.I.T.,United States,United States,United States,Real Estate,60
Diversified Healthcare Trust ,NasdaqGS,DHC,R.E.I.T.,United States,United States,United States,Real Estate,60
"Douglas Emmett, Inc. ",NYSE,DEI,R.E.I.T.,United States,United States,United States,Real Estate,60
Duke Realty Corporation ,NYSE,DRE,R.E.I.T.,United States,United States,United States,Real Estate,60
"Dynex Capital, Inc. ",NYSE,DX,R.E.I.T.,United States,United States,United States,Real Estate,60
"Easterly Government Properties, Inc. ",NYSE,DEA,R.E.I.T.,United States,United States,United States,Real Estate,60
"EastGroup Properties, Inc. ",NYSE,EGP,R.E.I.T.,United States,United States,United States,Real Estate,60
ECC Capital Corporation ,OTCPK,ECRO,R.E.I.T.,United States,United States,United States,Real Estate,60
Ellington Financial Inc. ,NYSE,EFC,R.E.I.T.,United States,United States,United States,Real Estate,60
Ellington Residential Mortgage REIT ,NYSE,EARN,R.E.I.T.,United States,United States,United States,Real Estate,60
"Empire State Realty OP, L.P. ",ARCA,ESBA,R.E.I.T.,United States,United States,United States,Real Estate,60
"Empire State Realty Trust, Inc. ",NYSE,ESRT,R.E.I.T.,United States,United States,United States,Real Estate,60
EPR Properties ,NYSE,EPR,R.E.I.T.,United States,United States,United States,Real Estate,60
"Equinix, Inc. ",NasdaqGS,EQIX,R.E.I.T.,United States,United States,United States,Real Estate,60
Equity Commonwealth ,NYSE,EQC,R.E.I.T.,United States,United States,United States,Real Estate,60
"Equity LifeStyle Properties, Inc. ",NYSE,ELS,R.E.I.T.,United States,United States,United States,Real Estate,60
Equity Residential ,NYSE,EQR,R.E.I.T.,United States,United States,United States,Real Estate,60
"Essential Properties Realty Trust, Inc. ",NYSE,EPRT,R.E.I.T.,United States,United States,United States,Real Estate,60
"Essex Property Trust, Inc. ",NYSE,ESS,R.E.I.T.,United States,United States,United States,Real Estate,60
Exantas Capital Corp. ,NYSE,XAN,R.E.I.T.,United States,United States,United States,Real Estate,60
Extra Space Storage Inc. ,NYSE,EXR,R.E.I.T.,United States,United States,United States,Real Estate,60
Farmland Partners Inc. ,NYSE,FPI,R.E.I.T.,United States,United States,United States,Real Estate,60
Federal Realty Investment Trust ,NYSE,FRT,R.E.I.T.,United States,United States,United States,Real Estate,60
"First Industrial Realty Trust, Inc. ",NYSE,FR,R.E.I.T.,United States,United States,United States,Real Estate,60
First Real Estate Investment Trust of New Jersey ,OTCPK,FREV.S,R.E.I.T.,United States,United States,United States,Real Estate,60
Flagship Communities Real Estate Investment Trust ,TSX,MHC.U,R.E.I.T.,United States,United States,United States,Real Estate,60
"Four Corners Property Trust, Inc. ",NYSE,FCPT,R.E.I.T.,United States,United States,United States,Real Estate,60
Franklin Street Properties Corp. ,AMEX,FSP,R.E.I.T.,United States,United States,United States,Real Estate,60
Front Yard Residential Corporation ,NYSE,RESI,R.E.I.T.,United States,United States,United States,Real Estate,60
"Gaming and Leisure Properties, Inc. ",NasdaqGS,GLPI,R.E.I.T.,United States,United States,United States,Real Estate,60
Getty Realty Corp. ,NYSE,GTY,R.E.I.T.,United States,United States,United States,Real Estate,60
Gladstone Commercial Corporation ,NasdaqGS,GOOD,R.E.I.T.,United States,United States,United States,Real Estate,60
Gladstone Land Corporation ,NasdaqGM,LAND,R.E.I.T.,United States,United States,United States,Real Estate,60
"Global Healthcare REIT, Inc. ",OTCPK,GBCS,R.E.I.T.,United States,United States,United States,Real Estate,60
Global Medical REIT Inc. ,NYSE,GMRE,R.E.I.T.,United States,United States,United States,Real Estate,60
"Global Net Lease, Inc. ",NYSE,GNL,R.E.I.T.,United States,United States,United States,Real Estate,60
"Global Self Storage, Inc. ",NasdaqCM,SELF,R.E.I.T.,United States,United States,United States,Real Estate,60
Granite Point Mortgage Trust Inc. ,NYSE,GPMT,R.E.I.T.,United States,United States,United States,Real Estate,60
Great Ajax Corp. ,NYSE,AJX,R.E.I.T.,United States,United States,United States,Real Estate,60
"Hannon Armstrong Sustainable Infrastructure Capital, Inc. ",NYSE,HASI,R.E.I.T.,United States,United States,United States,Real Estate,60
Healthcare Realty Trust Incorporated ,NYSE,HR,R.E.I.T.,United States,United States,United States,Real Estate,60
"Healthcare Trust of America, Inc. ",NYSE,HTA,R.E.I.T.,United States,United States,United States,Real Estate,60
"Healthpeak Properties, Inc. ",NYSE,PEAK,R.E.I.T.,United States,United States,United States,Real Estate,60
Hersha Hospitality Trust ,NYSE,HT,R.E.I.T.,United States,United States,United States,Real Estate,60
"Highwoods Properties, Inc. ",NYSE,HIW,R.E.I.T.,United States,United States,United States,Real Estate,60
"HMG/Courtland Properties, Inc. ",AMEX,HMG,R.E.I.T.,United States,United States,United States,Real Estate,60
"Host Hotels & Resorts, Inc. ",NasdaqGS,HST,R.E.I.T.,United States,United States,United States,Real Estate,60
"Hudson Pacific Properties, Inc. ",NYSE,HPP,R.E.I.T.,United States,United States,United States,Real Estate,60
"Independence Realty Trust, Inc. ",NYSE,IRT,R.E.I.T.,United States,United States,United States,Real Estate,60
Industrial Logistics Properties Trust ,NasdaqGS,ILPT,R.E.I.T.,United States,United States,United States,Real Estate,60
"Innovative Industrial Properties, Inc. ",NYSE,IIPR,R.E.I.T.,United States,United States,United States,Real Estate,60
InnSuites Hospitality Trust ,AMEX,IHT,R.E.I.T.,United States,United States,United States,Real Estate,60
Invesco Mortgage Capital Inc. ,NYSE,IVR,R.E.I.T.,United States,United States,United States,Real Estate,60
Investors Real Estate Trust ,NYSE,CSR,R.E.I.T.,United States,United States,United States,Real Estate,60
Invitation Homes Inc. ,NYSE,INVH,R.E.I.T.,United States,United States,United States,Real Estate,60
Iron Mountain Incorporated ,NYSE,IRM,R.E.I.T.,United States,United States,United States,Real Estate,60
iStar Inc. ,NYSE,STAR,R.E.I.T.,United States,United States,United States,Real Estate,60
JBG SMITH Properties ,NYSE,JBGS,R.E.I.T.,United States,United States,United States,Real Estate,60
JER Investors Trust Inc. ,OTCPK,JERT,R.E.I.T.,United States,United States,United States,Real Estate,60
Kilroy Realty Corporation ,NYSE,KRC,R.E.I.T.,United States,United States,United States,Real Estate,60
Kimco Realty Corporation ,NYSE,KIM,R.E.I.T.,United States,United States,United States,Real Estate,60
