Company Name,Exchange,Ticker,Industry Group,Country,Broad Group,Sub Group
Ablaze Technologies Inc ,OTCPK,ABZT,Advertising,United States,United States,United States
"Adaptive Medias, Inc. ",OTCPK,ADTM,Advertising,United States,United States,United States
"Adtegrity.com International, Inc. ",OTCPK,ADTY,Advertising,United States,United States,United States
Advantage Solutions Inc. ,NasdaqGS,ADV,Advertising,United States,United States,United States
AMBG Inc. ,OTCPK,AMBG,Advertising,United States,United States,United States
"Artec Global Media, Inc. ",OTCPK,ACTL,Advertising,United States,United States,United States
Bang Holdings Corp. ,OTCPK,BXNG,Advertising,United States,United States,United States
"Beta Music Group, Inc. ",OTCPK,BEMG,Advertising,United States,United States,United States
Boston Omaha Corporation ,NasdaqCM,BOMN,Advertising,United States,United States,United States
"Bright Mountain Media, Inc. ",OTCPK,BMTM,Advertising,United States,United States,United States
"Cardlytics, Inc. ",NasdaqGM,CDLX,Advertising,United States,United States,United States
"Clear Channel Outdoor Holdings, Inc. ",NYSE,CCO,Advertising,United States,United States,United States
"CMG Holdings Group, Inc. ",OTCPK,CMGO,Advertising,United States,United States,United States
"Cognitiv, Inc. ",OTCPK,COGV,Advertising,United States,United States,United States
"comScore, Inc. ",NasdaqGS,SCOR,Advertising,United States,United States,United States
Connected Media Technologies Inc. ,OTCPK,CNCM,Advertising,United States,United States,United States
"Corfacts, Inc. ",OTCPK,CFCC,Advertising,United States,United States,United States
"Creative Realities, Inc. ",NasdaqCM,CREX,Advertising,United States,United States,United States
Crown Equity Holdings Inc. ,OTCPK,CRWE,Advertising,United States,United States,United States
"Dewmar International BMC, Inc. ",OTCPK,DEWM,Advertising,United States,United States,United States
"Digital Brand Media & Marketing Group, Inc. ",OTCPK,DBMM,Advertising,United States,United States,United States
"Digital Media Solutions, Inc. ",NYSE,DMS,Advertising,United States,United States,United States
"Elvictor Group, Inc. ",OTCPK,ELVG,Advertising,United States,United States,United States
"Emerald Holding, Inc. ",NYSE,EEX,Advertising,United States,United States,United States
engage:BDR Limited ,ASX,EN1,Advertising,United States,United States,United States
"Fluent, Inc. ",NasdaqGM,FLNT,Advertising,United States,United States,United States
Ghost Technology Inc ,OTCPK,GHST,Advertising,United States,United States,United States
"GIFA, Inc. ",OTCPK,GIFX,Advertising,United States,United States,United States
"Harte Hanks, Inc. ",OTCPK,HRTH,Advertising,United States,United States,United States
"Holistic Asset Finance Group Co., Ltd. ",OTCPK,HAFG,Advertising,United States,United States,United States
"Insignia Systems, Inc. ",NasdaqCM,ISIG,Advertising,United States,United States,United States
"International Consolidated Companies, Inc. ",OTCPK,INCC,Advertising,United States,United States,United States
InventaBioTech Inc. ,OTCPK,INVB,Advertising,United States,United States,United States
"Madison Ave Media, Inc. ",OTCPK,KHZM,Advertising,United States,United States,United States
"Marchex, Inc. ",NasdaqGS,MCHX,Advertising,United States,United States,United States
"Mastermind, Inc. ",OTCPK,MMND,Advertising,United States,United States,United States
MDC Partners Inc. ,NasdaqGS,MDCA,Advertising,United States,United States,United States
"Mobiquity Technologies, Inc. ",OTCPK,MOBQ,Advertising,United States,United States,United States
"National CineMedia, Inc. ",NasdaqGS,NCMI,Advertising,United States,United States,United States
"NextMart, Inc. ",OTCPK,NXMR,Advertising,United States,United States,United States
Omnicom Group Inc. ,NYSE,OMC,Advertising,United States,United States,United States
"Perk International, Inc. ",OTCPK,PRKI,Advertising,United States,United States,United States
Placer Creek Mining Co. ,OTCPK,PRCK,Advertising,United States,United States,United States
"ProConcept Marketing Group, Inc. ",OTCPK,PRMK,Advertising,United States,United States,United States
"Sibannac, Inc. ",OTCPK,SNNC,Advertising,United States,United States,United States
"Simon Worldwide, Inc. ",OTCPK,SWWI,Advertising,United States,United States,United States
"SPAR Group, Inc. ",NasdaqCM,SGRP,Advertising,United States,United States,United States
"SRAX, Inc. ",NasdaqCM,SRAX,Advertising,United States,United States,United States
Strategic Management and Opportunity Corporation ,OTCPK,SMPP,Advertising,United States,United States,United States
"TechTarget, Inc. ",NasdaqGM,TTGT,Advertising,United States,United States,United States
"The Interpublic Group of Companies, Inc. ",NYSE,IPG,Advertising,United States,United States,United States
"Thryv Holdings, Inc. ",NasdaqCM,THRY,Advertising,United States,United States,United States
"Tianrong Internet Products and Services, Inc. ",OTCPK,TIPS,Advertising,United States,United States,United States
"Tradeshow Marketing Company, Ltd. ",OTCPK,TSHO,Advertising,United States,United States,United States
"Treasure & Shipwreck Recovery, Inc. ",OTCPK,BLIS,Advertising,United States,United States,United States
"UNEEQO, Inc. ",OTCPK,UNEQ,Advertising,United States,United States,United States
United Communications Partners Inc. ,OTCPK,UCPA,Advertising,United States,United States,United States
USA Zhimingde International Group Corporation ,OTCPK,ZMDC,Advertising,United States,United States,United States
"W Technologies, Inc. ",OTCPK,WTCG,Advertising,United States,United States,United States
"Wizard Entertainment, Inc. ",OTCPK,WIZD,Advertising,United States,United States,United States
Zulu-Tek Inc ,OTCPK,ZULU,Advertising,United States,United States,United States
AAR Corp. ,NYSE,AIR,Aerospace/Defense,United States,United States,United States
"Aerojet Rocketdyne Holdings, Inc. ",NYSE,AJRD,Aerospace/Defense,United States,United States,United States
"AeroVironment, Inc. ",NasdaqGS,AVAV,Aerospace/Defense,United States,United States,United States
Air Industries Group ,AMEX,AIRI,Aerospace/Defense,United States,United States,United States
"American Defense Systems, Inc. ",OTCPK,ADFS,Aerospace/Defense,United States,United States,United States
"Applied Energetics, Inc. ",OTCPK,AERG,Aerospace/Defense,United States,United States,United States
Astronics Corporation ,NasdaqGS,ATRO,Aerospace/Defense,United States,United States,United States
Astrotech Corporation ,NasdaqCM,ASTC,Aerospace/Defense,United States,United States,United States
"Axon Enterprise, Inc. ",NasdaqGS,AAXN,Aerospace/Defense,United States,United States,United States
Ballistic Recovery Systems Inc. ,OTCPK,BRSI,Aerospace/Defense,United States,United States,United States
"Bantec, Inc. ",OTCPK,BANT,Aerospace/Defense,United States,United States,United States
Butler National Corporation ,OTCPK,BUKS,Aerospace/Defense,United States,United States,United States
"BWX Technologies, Inc. ",NYSE,BWXT,Aerospace/Defense,United States,United States,United States
Byrna Technologies Inc. ,OTCPK,BYRN,Aerospace/Defense,United States,United States,United States
"CPI Aerostructures, Inc. ",AMEX,CVU,Aerospace/Defense,United States,United States,United States
Cubic Corporation ,NYSE,CUB,Aerospace/Defense,United States,United States,United States
Curtiss-Wright Corporation ,NYSE,CW,Aerospace/Defense,United States,United States,United States
"Drone Services USA, Inc. ",OTCPK,DSUS,Aerospace/Defense,United States,United States,United States
Ducommun Incorporated ,NYSE,DCO,Aerospace/Defense,United States,United States,United States
Environmental Tectonics Corporation ,OTCPK,ETCC,Aerospace/Defense,United States,United States,United States
General Dynamics Corporation ,NYSE,GD,Aerospace/Defense,United States,United States,United States
Giga-tronics Incorporated ,OTCPK,GIGA,Aerospace/Defense,United States,United States,United States
"Global Digital Solutions, Inc. ",OTCPK,GDSI,Aerospace/Defense,United States,United States,United States
Golden Star Enterprises Ltd. ,OTCPK,GSPT,Aerospace/Defense,United States,United States,United States
HEICO Corporation ,NYSE,HEI,Aerospace/Defense,United States,United States,United States
Hexcel Corporation ,NYSE,HXL,Aerospace/Defense,United States,United States,United States
Howmet Aerospace Inc. ,NYSE,HWM,Aerospace/Defense,United States,United States,United States
"Huntington Ingalls Industries, Inc. ",NYSE,HII,Aerospace/Defense,United States,United States,United States
"Innovative Solutions and Support, Inc. ",NasdaqGS,ISSC,Aerospace/Defense,United States,United States,United States
InRob Tech Ltd. ,OTCPK,IRBL,Aerospace/Defense,United States,United States,United States
"Kaiser Group Holdings, Inc. ",OTCPK,KGHI,Aerospace/Defense,United States,United States,United States
Kaman Corporation ,NYSE,KAMN,Aerospace/Defense,United States,United States,United States
"Kratos Defense & Security Solutions, Inc. ",NasdaqGS,KTOS,Aerospace/Defense,United States,United States,United States
"L3Harris Technologies, Inc. ",NYSE,LHX,Aerospace/Defense,United States,United States,United States
Lockheed Martin Corporation ,NYSE,LMT,Aerospace/Defense,United States,United States,United States
Maxar Technologies Inc. ,NYSE,MAXR,Aerospace/Defense,United States,United States,United States
"Mercury Systems, Inc. ",NasdaqGS,MRCY,Aerospace/Defense,United States,United States,United States
Mikros Systems Corporation ,OTCPK,MKRS,Aerospace/Defense,United States,United States,United States
Moog Inc. ,NYSE,MOG.A,Aerospace/Defense,United States,United States,United States
"Mundus Group, Inc. ",OTCPK,MNDP,Aerospace/Defense,United States,United States,United States
"National Presto Industries, Inc. ",NYSE,NPK,Aerospace/Defense,United States,United States,United States
Northrop Grumman Corporation ,NYSE,NOC,Aerospace/Defense,United States,United States,United States
"Northstar Electronics, Inc. ",OTCPK,NEIK,Aerospace/Defense,United States,United States,United States
"Optex Systems Holdings, Inc ",OTCPK,OPXS,Aerospace/Defense,United States,United States,United States
PAE Incorporated ,NasdaqCM,PAE,Aerospace/Defense,United States,United States,United States
Park Aerospace Corp. ,NYSE,PKE,Aerospace/Defense,United States,United States,United States
Parsons Corporation ,NYSE,PSN,Aerospace/Defense,United States,United States,United States
"PASSUR Aerospace, Inc. ",OTCPK,PSSR,Aerospace/Defense,United States,United States,United States
"PM&E, Inc. ",OTCPK,PMEA,Aerospace/Defense,United States,United States,United States
POSTD Merchant Banque ,OTCPK,PMBY,Aerospace/Defense,United States,United States,United States
Raytheon Technologies Corporation ,NYSE,RTX,Aerospace/Defense,United States,United States,United States
"Safer Shot, Inc. ",OTCPK,SAFS,Aerospace/Defense,United States,United States,United States
"SIFCO Industries, Inc. ",AMEX,SIF,Aerospace/Defense,United States,United States,United States
"Sigma Labs, Inc. ",NasdaqCM,SGLB,Aerospace/Defense,United States,United States,United States
"Spirit AeroSystems Holdings, Inc. ",NYSE,SPR,Aerospace/Defense,United States,United States,United States
"STG Group, Inc. ",OTCPK,STGG.Q,Aerospace/Defense,United States,United States,United States
"Stinger Systems, Inc. ",OTCPK,STYS,Aerospace/Defense,United States,United States,United States
Tel-Instrument Electronics Corp. ,OTCPK,TIKK,Aerospace/Defense,United States,United States,United States
Teledyne Technologies Incorporated ,NYSE,TDY,Aerospace/Defense,United States,United States,United States
Textron Inc. ,NYSE,TXT,Aerospace/Defense,United States,United States,United States
The Boeing Company ,NYSE,BA,Aerospace/Defense,United States,United States,United States
TransDigm Group Incorporated ,NYSE,TDG,Aerospace/Defense,United States,United States,United States
"Triumph Group, Inc. ",NYSE,TGI,Aerospace/Defense,United States,United States,United States
"U.S. Aerospace, Inc. ",OTCPK,USAE,Aerospace/Defense,United States,United States,United States
"Umbra Applied Technologies Group, Inc. ",OTCPK,UATG,Aerospace/Defense,United States,United States,United States
Utilicraft Aerospace Industries Inc. ,OTCPK,UITA,Aerospace/Defense,United States,United States,United States
"Valmie Resources, Inc. ",OTCPK,VMRI,Aerospace/Defense,United States,United States,United States
"Vectrus, Inc. ",NYSE,VEC,Aerospace/Defense,United States,United States,United States
"Virgin Galactic Holdings, Inc. ",NYSE,SPCE,Aerospace/Defense,United States,United States,United States
"VirTra, Inc. ",NasdaqCM,VTSI,Aerospace/Defense,United States,United States,United States
"Xenonics Holdings, Inc. ",OTCPK,XNNH.Q,Aerospace/Defense,United States,United States,United States
"Xeriant, Inc. ",OTCPK,XERI,Aerospace/Defense,United States,United States,United States
"Alaska Air Group, Inc. ",NYSE,ALK,Air Transport,United States,United States,United States
Allegiant Travel Company ,NasdaqGS,ALGT,Air Transport,United States,United States,United States
American Airlines Group Inc. ,NasdaqGS,AAL,Air Transport,United States,United States,United States
"Delta Air Lines, Inc. ",NYSE,DAL,Air Transport,United States,United States,United States
Global Crossing Airlines Group Inc. ,TSXV,JET,Air Transport,United States,United States,United States
"Great Lakes Aviation, Ltd. ",OTCPK,GLUX,Air Transport,United States,United States,United States
"Hawaiian Holdings, Inc. ",NasdaqGS,HA,Air Transport,United States,United States,United States
JetBlue Airways Corporation ,NasdaqGS,JBLU,Air Transport,United States,United States,United States
Macquarie Infrastructure Corporation ,NYSE,MIC,Air Transport,United States,United States,United States
"Mesa Air Group, Inc. ",NasdaqGS,MESA,Air Transport,United States,United States,United States
"Saker Aviation Services, Inc. ",OTCPK,SKAS,Air Transport,United States,United States,United States
"SkyWest, Inc. ",NasdaqGS,SKYW,Air Transport,United States,United States,United States
Southwest Airlines Co. ,NYSE,LUV,Air Transport,United States,United States,United States
"Spirit Airlines, Inc. ",NYSE,SAVE,Air Transport,United States,United States,United States
"Spotlight Capital Holdings, Inc. ",OTCPK,SLCH,Air Transport,United States,United States,United States
"Star Jets International, Inc. ",OTCPK,JETR,Air Transport,United States,United States,United States
"United Airlines Holdings, Inc. ",NasdaqGS,UAL,Air Transport,United States,United States,United States
"American Rebel Holdings, Inc. ",OTCPK,AREB,Apparel,United States,United States,United States
Apex Global Brands Inc. ,OTCPK,APEX,Apparel,United States,United States,United States
"Banneker, Inc. ",OTCPK,BANI,Apparel,United States,United States,United States
"Bergio International, Inc. ",OTCPK,BRGO,Apparel,United States,United States,United States
"Carter's, Inc. ",NYSE,CRI,Apparel,United States,United States,United States
"Centaurus Diamond Technologies, Inc. ",OTCPK,CTDT,Apparel,United States,United States,United States
"Charles & Colvard, Ltd. ",NasdaqCM,CTHR,Apparel,United States,United States,United States
Columbia Sportswear Company ,NasdaqGS,COLM,Apparel,United States,United States,United States
"Crown Crafts, Inc. ",NasdaqCM,CRWS,Apparel,United States,United States,United States
"Culp, Inc. ",NYSE,CULP,Apparel,United States,United States,United States
"Delta Apparel, Inc. ",AMEX,DLA,Apparel,United States,United States,United States
Evolution Blockchain Group Inc. ,OTCPK,EVBC,Apparel,United States,United States,United States
"Forward Industries, Inc. ",NasdaqCM,FORD,Apparel,United States,United States,United States
"Fossil Group, Inc. ",NasdaqGS,FOSL,Apparel,United States,United States,United States
"G-III Apparel Group, Ltd. ",NasdaqGS,GIII,Apparel,United States,United States,United States
"Global Fiber Technologies, Inc. ",OTCPK,GFTX,Apparel,United States,United States,United States
Hanesbrands Inc. ,NYSE,HBI,Apparel,United States,United States,United States
"Iconix Brand Group, Inc. ",NasdaqGS,ICON,Apparel,United States,United States,United States
International Luxury Products Inc. ,OTCPK,ILXP,Apparel,United States,United States,United States
Jerash Holdings ,NasdaqCM,JRSH,Apparel,United States,United States,United States
JG Boswell Company ,OTCPK,BWEL,Apparel,United States,United States,United States
"JLM Couture, Inc. ",OTCPK,JLMC,Apparel,United States,United States,United States
"Kontoor Brands, Inc. ",NYSE,KTB,Apparel,United States,United States,United States
"Lakeland Industries, Inc. ",NasdaqGM,LAKE,Apparel,United States,United States,United States
Levi Strauss & Co. ,NYSE,LEVI,Apparel,United States,United States,United States
"LGBTQ Loyalty Holdings, Inc. ",OTCPK,LFAP,Apparel,United States,United States,United States
"Lyric Jeans, Inc. ",OTCPK,LYJN,Apparel,United States,United States,United States
"Movado Group, Inc. ",NYSE,MOV,Apparel,United States,United States,United States
Nitches Inc. ,OTCPK,NICH,Apparel,United States,United States,United States
"Omni Ventures, Inc. ",OTCPK,OMVE,Apparel,United States,United States,United States
"Oxford Industries, Inc. ",NYSE,OXM,Apparel,United States,United States,United States
PVH Corp. ,NYSE,PVH,Apparel,United States,United States,United States
Ralph Lauren Corporation ,NYSE,RL,Apparel,United States,United States,United States
"Samsara Luggage, Inc. ",OTCPK,SAML,Apparel,United States,United States,United States
"Sequential Brands Group, Inc. ",NasdaqCM,SQBG,Apparel,United States,United States,United States
"Signature Eyewear, Inc. ",OTCPK,SEYE,Apparel,United States,United States,United States
Silo Pharma Inc. ,OTCPK,SILO,Apparel,United States,United States,United States
"Superior Group of Companies, Inc. ",NasdaqGM,SGC,Apparel,United States,United States,United States
"Talon International, Inc. ",OTCPK,TALN,Apparel,United States,United States,United States
"Tapestry, Inc. ",NYSE,TPR,Apparel,United States,United States,United States
"ToughBuilt Industries, Inc. ",NasdaqCM,TBLT,Apparel,United States,United States,United States
Triumph Apparel Corporation ,OTCPK,TRUA,Apparel,United States,United States,United States
"Under Armour, Inc. ",NYSE,UAA,Apparel,United States,United States,United States
"Unifi, Inc. ",NYSE,UFI,Apparel,United States,United States,United States
"Uniroyal Global Engineered Products, Inc. ",OTCPK,UNIR,Apparel,United States,United States,United States
Universal Apparel & Textile Company ,OTCPK,DKGR,Apparel,United States,United States,United States
V.F. Corporation ,NYSE,VFC,Apparel,United States,United States,United States
"Vera Bradley, Inc. ",NasdaqGS,VRA,Apparel,United States,United States,United States
Vince Holding Corp. ,NYSE,VNCE,Apparel,United States,United States,United States
"Vitamin Blue, Inc. ",OTCPK,VTMB,Apparel,United States,United States,United States
Zalemark Holding Company Inc. ,OTCPK,ZMRK,Apparel,United States,United States,United States
APT Moto Vox Group Inc ,OTCPK,MTVX,Auto & Truck,United States,United States,United States
"Arcimoto, Inc. ",NasdaqCM,FUV,Auto & Truck,United States,United States,United States
"Ayro, Inc. ",NasdaqCM,AYRO,Auto & Truck,United States,United States,United States
Canoo Inc. ,NasdaqGS,GOEV,Auto & Truck,United States,United States,United States
"Curtiss Motorcycles Company, Inc. ",OTCPK,CMOT,Auto & Truck,United States,United States,United States
CVF Technologies Corporation ,OTCPK,CNVT,Auto & Truck,United States,United States,United States
eFleets Corporation ,OTCPK,EFLT,Auto & Truck,United States,United States,United States
"Electric Car Company, Inc. ",OTCPK,ELCR,Auto & Truck,United States,United States,United States
"Elio Motors, Inc. ",OTCPK,ELIO,Auto & Truck,United States,United States,United States
Fisker Inc. ,NYSE,FSR,Auto & Truck,United States,United States,United States
Ford Motor Company ,NYSE,F,Auto & Truck,United States,United States,United States
General Motors Company ,NYSE,GM,Auto & Truck,United States,United States,United States
"Harley-Davidson, Inc. ",NYSE,HOG,Auto & Truck,United States,United States,United States
"LGA Holdings, Inc. ",OTCPK,LGAH,Auto & Truck,United States,United States,United States
Lordstown Motors Corp. ,NasdaqGS,RIDE,Auto & Truck,United States,United States,United States
"Rodedawg International Industries, Inc. ",OTCPK,RWGI,Auto & Truck,United States,United States,United States
"Tesla, Inc. ",NasdaqGS,TSLA,Auto & Truck,United States,United States,United States
"Thor Industries, Inc. ",NYSE,THO,Auto & Truck,United States,United States,United States
"Winnebago Industries, Inc. ",NYSE,WGO,Auto & Truck,United States,United States,United States
"ADOMANI, Inc. ",OTCPK,ADOM,Auto Parts,United States,United States,United States
"Advanced Engine Technologies, Inc. ",OTCPK,AENG,Auto Parts,United States,United States,United States
"Alternative Fuel Technologies, Inc. ",OTCPK,AFTC,Auto Parts,United States,United States,United States
"American Axle & Manufacturing Holdings, Inc. ",NYSE,AXL,Auto Parts,United States,United States,United States
Avatar Ventures Corp. ,OTCPK,ATAR,Auto Parts,United States,United States,United States
BorgWarner Inc. ,NYSE,BWA,Auto Parts,United States,United States,United States
"CDTi Advanced Materials, Inc. ",OTCPK,CDTI,Auto Parts,United States,United States,United States
"Cool Technologies, Inc. ",OTCPK,WARM,Auto Parts,United States,United States,United States
Cooper-Standard Holdings Inc. ,NYSE,CPS,Auto Parts,United States,United States,United States
Dana Incorporated ,NYSE,DAN,Auto Parts,United States,United States,United States
"Dorman Products, Inc. ",NasdaqGS,DORM,Auto Parts,United States,United States,United States
Energy 1 Corporation ,OTCPK,EGOC,Auto Parts,United States,United States,United States
"Enova Systems, Inc. ",OTCPK,ENVS,Auto Parts,United States,United States,United States
"Environmental Solutions Worldwide, Inc. ",OTCPK,ESWW,Auto Parts,United States,United States,United States
Federal Screw Works ,OTCPK,FSCR,Auto Parts,United States,United States,United States
Fox Factory Holding Corp. ,NasdaqGS,FOXF,Auto Parts,United States,United States,United States
"Fuel Doctor Holdings, Inc. ",OTCPK,FDOC,Auto Parts,United States,United States,United States
Gentex Corporation ,NasdaqGS,GNTX,Auto Parts,United States,United States,United States
Gentherm Incorporated ,NasdaqGS,THRM,Auto Parts,United States,United States,United States
GreenChek Technology Inc. ,OTCPK,GCHK,Auto Parts,United States,United States,United States
Horizon Global Corporation ,NYSE,HZN,Auto Parts,United States,United States,United States
Infinite Networks Corporation ,OTCPK,INNX,Auto Parts,United States,United States,United States
LCI Industries ,NYSE,LCII,Auto Parts,United States,United States,United States
Lear Corporation ,NYSE,LEA,Auto Parts,United States,United States,United States
"Luminar Technologies, Inc. ",NasdaqGS,LAZR,Auto Parts,United States,United States,United States
Marketing Worldwide Corp ,OTCPK,MWWC,Auto Parts,United States,United States,United States
Megatech Corp. ,OTCPK,MGTC,Auto Parts,United States,United States,United States
Modine Manufacturing Company ,NYSE,MOD,Auto Parts,United States,United States,United States
"Motorcar Parts of America, Inc. ",NasdaqGS,MPAA,Auto Parts,United States,United States,United States
Nexteer Automotive Group Limited ,SEHK,1316,Auto Parts,United States,United States,United States
Odyne Corporation ,OTCPK,ODYC,Auto Parts,United States,United States,United States
Omnitek Engineering Corp. ,OTCPK,OMTK,Auto Parts,United States,United States,United States
"Patrick Industries, Inc. ",NasdaqGS,PATK,Auto Parts,United States,United States,United States
"Proliance International, Inc. ",OTCPK,PLNT.Q,Auto Parts,United States,United States,United States
"Puradyn Filter Technologies, Inc. ",OTCPK,PFTI,Auto Parts,United States,United States,United States
QuantumScape Corporation ,NYSE,QS,Auto Parts,United States,United States,United States
"Shiloh Industries, Inc. ",OTCPK,SHLO.Q,Auto Parts,United States,United States,United States
"SPO Networks, Inc. ",OTCPK,SPOI,Auto Parts,United States,United States,United States
"Standard Motor Products, Inc. ",NYSE,SMP,Auto Parts,United States,United States,United States
"Stoneridge, Inc. ",NYSE,SRI,Auto Parts,United States,United States,United States
Strattec Security Corporation ,NasdaqGM,STRT,Auto Parts,United States,United States,United States
"Superior Industries International, Inc. ",NYSE,SUP,Auto Parts,United States,United States,United States
"Sypris Solutions, Inc. ",NasdaqGM,SYPR,Auto Parts,United States,United States,United States
Tenneco Inc. ,NYSE,TEN,Auto Parts,United States,United States,United States
"Tongxin International, Ltd. ",OTCPK,TXIC,Auto Parts,United States,United States,United States
"Turbodyne Technologies, Inc. ",OTCPK,TRBD,Auto Parts,United States,United States,United States
"Unique Fabricating, Inc. ",AMEX,UFAB,Auto Parts,United States,United States,United States
Universal Mfg. Co. ,OTCPK,UFMG,Auto Parts,United States,United States,United States
Visteon Corporation ,NasdaqGS,VC,Auto Parts,United States,United States,United States
Workhorse Group Inc. ,NasdaqCM,WKHS,Auto Parts,United States,United States,United States
XL Fleet Corp. ,NYSE,XL,Auto Parts,United States,United States,United States
"XPEL, Inc. ",NasdaqCM,XPEL,Auto Parts,United States,United States,United States
Bank of America Corporation ,NYSE,BAC,Bank (Money Center),United States,United States,United States
BankGuam Holding Company ,OTCPK,BKGM,Bank (Money Center),United States,United States,United States
"CIB Marine Bancshares, Inc. ",OTCPK,CIBH,Bank (Money Center),United States,United States,United States
Citigroup Inc. ,NYSE,C,Bank (Money Center),United States,United States,United States
JPMorgan Chase & Co. ,NYSE,JPM,Bank (Money Center),United States,United States,United States
U.S. Bancorp ,NYSE,USB,Bank (Money Center),United States,United States,United States
Wells Fargo & Company ,NYSE,WFC,Bank (Money Center),United States,United States,United States
1st Capital Bancorp ,OTCPK,FISB,Banks (Regional),United States,United States,United States
"1st Colonial Bancorp, Inc. ",OTCPK,FCOB,Banks (Regional),United States,United States,United States
1st Constitution Bancorp ,NasdaqGM,FCCY,Banks (Regional),United States,United States,United States
1st Source Corporation ,NasdaqGS,SRCE,Banks (Regional),United States,United States,United States
AB&T Financial Corp. ,OTCPK,ABTO,Banks (Regional),United States,United States,United States
Absecon Bancorp ,OTCPK,ASCN,Banks (Regional),United States,United States,United States
ACNB Corporation ,NasdaqCM,ACNB,Banks (Regional),United States,United States,United States
Albina Community Bancorp ,OTCPK,ACBC.Q,Banks (Regional),United States,United States,United States
"Allegiance Bancshares, Inc. ",NasdaqGM,ABTX,Banks (Regional),United States,United States,United States
Allied First Bancorp Inc. ,OTCPK,AFBA,Banks (Regional),United States,United States,United States
Alpine Banks of Colorado ,OTCPK,ALPI.B,Banks (Regional),United States,United States,United States
Altabancorp ,NasdaqCM,ALTA,Banks (Regional),United States,United States,United States
Amalgamated Bank ,NasdaqGM,AMAL,Banks (Regional),United States,United States,United States
AMB Financial Corp. ,OTCPK,AMFC,Banks (Regional),United States,United States,United States
Amerant Bancorp Inc. ,NasdaqGS,AMTB,Banks (Regional),United States,United States,United States
American Bank Incorporated ,OTCPK,AMBK,Banks (Regional),United States,United States,United States
American Business Bank ,OTCPK,AMBZ,Banks (Regional),United States,United States,United States
American National Bankshares Inc. ,NasdaqGS,AMNB,Banks (Regional),United States,United States,United States
American River Bankshares ,NasdaqGS,AMRB,Banks (Regional),United States,United States,United States
American Riviera Bank ,OTCPK,ARBV,Banks (Regional),United States,United States,United States
Ameris Bancorp ,NasdaqGS,ABCB,Banks (Regional),United States,United States,United States
"AmeriServ Financial, Inc. ",NasdaqGM,ASRV,Banks (Regional),United States,United States,United States
Ames National Corporation ,NasdaqCM,ATLO,Banks (Regional),United States,United States,United States
"Aquesta Financial Holdings, Inc. ",OTCPK,AQFH,Banks (Regional),United States,United States,United States
Arrow Financial Corporation ,NasdaqGS,AROW,Banks (Regional),United States,United States,United States
Associated Banc-Corp ,NYSE,ASB,Banks (Regional),United States,United States,United States
"Atlantic Capital Bancshares, Inc. ",NasdaqGS,ACBI,Banks (Regional),United States,United States,United States
Atlantic Union Bankshares Corporation ,NasdaqGS,AUB,Banks (Regional),United States,United States,United States
"Auburn National Bancorporation, Inc. ",NasdaqGM,AUBN,Banks (Regional),United States,United States,United States
"Avidbank Holdings, Inc. ",OTCPK,AVBH,Banks (Regional),United States,United States,United States
"Ballston Spa Bancorp, Inc. ",OTCPK,BSPA,Banks (Regional),United States,United States,United States
"Banc of California, Inc. ",NYSE,BANC,Banks (Regional),United States,United States,United States
"Banc of California, Inc. ",NYSE,BANC,Banks (Regional),United States,United States,United States
BancFirst Corporation ,NasdaqGS,BANF,Banks (Regional),United States,United States,United States
BancorpSouth Bank ,NYSE,BXS,Banks (Regional),United States,United States,United States
Bank First Corporation ,NasdaqCM,BFC,Banks (Regional),United States,United States,United States
Bank of Botetourt ,OTCPK,BORT,Banks (Regional),United States,United States,United States
Bank of Commerce Holdings ,NasdaqGM,BOCH,Banks (Regional),United States,United States,United States
Bank of Hawaii Corporation ,NYSE,BOH,Banks (Regional),United States,United States,United States
Bank of Idaho Holding Company ,OTCPK,BOID,Banks (Regional),United States,United States,United States
Bank of Marin Bancorp ,NasdaqCM,BMRC,Banks (Regional),United States,United States,United States
Bank of San Francisco ,OTCPK,BSFO,Banks (Regional),United States,United States,United States
Bank of Santa Clarita ,OTCPK,BSCA,Banks (Regional),United States,United States,United States
Bank of South Carolina Corporation ,NasdaqCM,BKSC,Banks (Regional),United States,United States,United States
"Bank of the James Financial Group, Inc. ",NasdaqCM,BOTJ,Banks (Regional),United States,United States,United States
Bank OZK ,NasdaqGS,OZK,Banks (Regional),United States,United States,United States
Bank7 Corp. ,NasdaqGS,BSVN,Banks (Regional),United States,United States,United States
BankFinancial Corporation ,NasdaqGS,BFIN,Banks (Regional),United States,United States,United States
BankFirst Capital Corporation ,OTCPK,BFCC,Banks (Regional),United States,United States,United States
"BankUnited, Inc. ",NYSE,BKU,Banks (Regional),United States,United States,United States
"Bankwell Financial Group, Inc. ",NasdaqGM,BWFG,Banks (Regional),United States,United States,United States
Banner Corporation ,NasdaqGS,BANR,Banks (Regional),United States,United States,United States
Bar Harbor Bankshares ,AMEX,BHB,Banks (Regional),United States,United States,United States
"Bay Banks of Virginia, Inc. ",OTCPK,BAYK,Banks (Regional),United States,United States,United States
Bay Community Bancorp ,OTCPK,CBOB.A,Banks (Regional),United States,United States,United States
BayCom Corp ,NasdaqGS,BCML,Banks (Regional),United States,United States,United States
"BCB Bancorp, Inc. ",NasdaqGM,BCBP,Banks (Regional),United States,United States,United States
