Company Name,Exchange,Ticker,Industry Group,Country,Broad Group,Sub Group
"EnLink Midstream, LLC ",NYSE,ENLC,Oil/Gas Distribution,United States,United States,United States
Enterprise Products Partners L.P. ,NYSE,EPD,Oil/Gas Distribution,United States,United States,United States
Equitrans Midstream Corporation ,NYSE,ETRN,Oil/Gas Distribution,United States,United States,United States
"Fuelstream, Inc. ",OTCPK,FLST,Oil/Gas Distribution,United States,United States,United States
"Genesis Energy, L.P. ",NYSE,GEL,Oil/Gas Distribution,United States,United States,United States
Global Partners LP ,NYSE,GLP,Oil/Gas Distribution,United States,United States,United States
Green Plains Partners LP ,NasdaqGM,GPP,Oil/Gas Distribution,United States,United States,United States
Hess Midstream LP ,NYSE,HESM,Oil/Gas Distribution,United States,United States,United States
"Holly Energy Partners, L.P. ",NYSE,HEP,Oil/Gas Distribution,United States,United States,United States
"International Seaways, Inc. ",NYSE,INSW,Oil/Gas Distribution,United States,United States,United States
"Kinder Morgan, Inc. ",NYSE,KMI,Oil/Gas Distribution,United States,United States,United States
"Legend Oil and Gas, Ltd. ",OTCPK,LOGL,Oil/Gas Distribution,United States,United States,United States
"Magellan Midstream Partners, L.P. ",NYSE,MMP,Oil/Gas Distribution,United States,United States,United States
Martin Midstream Partners L.P. ,NasdaqGS,MMLP,Oil/Gas Distribution,United States,United States,United States
Mirage Energy Corporation ,OTCPK,MRGE,Oil/Gas Distribution,United States,United States,United States
MPLX LP ,NYSE,MPLX,Oil/Gas Distribution,United States,United States,United States
NextDecade Corporation ,NasdaqCM,NEXT,Oil/Gas Distribution,United States,United States,United States
NGL Energy Partners LP ,NYSE,NGL,Oil/Gas Distribution,United States,United States,United States
Noble Midstream Partners LP ,NasdaqGS,NBLX,Oil/Gas Distribution,United States,United States,United States
NuStar Energy L.P. ,NYSE,NS,Oil/Gas Distribution,United States,United States,United States
Oasis Midstream Partners LP ,NasdaqGS,OMP,Oil/Gas Distribution,United States,United States,United States
"ONEOK, Inc. ",NYSE,OKE,Oil/Gas Distribution,United States,United States,United States
"Overseas Shipholding Group, Inc. ",NYSE,OSG,Oil/Gas Distribution,United States,United States,United States
PBF Logistics LP ,NYSE,PBFX,Oil/Gas Distribution,United States,United States,United States
"Petrogress, Inc. ",OTCPK,PGAS,Oil/Gas Distribution,United States,United States,United States
Phillips 66 Partners LP ,NYSE,PSXP,Oil/Gas Distribution,United States,United States,United States
"Plains All American Pipeline, L.P. ",NasdaqGS,PAA,Oil/Gas Distribution,United States,United States,United States
"Plains GP Holdings, L.P. ",NasdaqGS,PAGP,Oil/Gas Distribution,United States,United States,United States
Rattler Midstream LP ,NasdaqGS,RTLR,Oil/Gas Distribution,United States,United States,United States
Sanchez Midstream Partners LP ,AMEX,SNMP,Oil/Gas Distribution,United States,United States,United States
"Shell Midstream Partners, L.P. ",NYSE,SHLX,Oil/Gas Distribution,United States,United States,United States
Sprague Resources LP ,NYSE,SRLP,Oil/Gas Distribution,United States,United States,United States
"Stabilis Solutions, Inc. ",OTCPK,SLNG,Oil/Gas Distribution,United States,United States,United States
"Summit Midstream Partners, LP ",NYSE,SMLP,Oil/Gas Distribution,United States,United States,United States
Targa Resources Corp. ,NYSE,TRGP,Oil/Gas Distribution,United States,United States,United States
"TC PipeLines, LP ",NYSE,TCP,Oil/Gas Distribution,United States,United States,United States
"The Williams Companies, Inc. ",NYSE,WMB,Oil/Gas Distribution,United States,United States,United States
USD Partners LP ,NYSE,USDP,Oil/Gas Distribution,United States,United States,United States
"Western Midstream Partners, LP ",NYSE,WES,Oil/Gas Distribution,United States,United States,United States
"Adams Resources & Energy, Inc. ",AMEX,AE,Oilfield Svcs/Equip.,United States,United States,United States
"Aemetis, Inc. ",NasdaqGM,AMTX,Oilfield Svcs/Equip.,United States,United States,United States
"Aly Energy Services, Inc. ",OTCPK,ALYE,Oilfield Svcs/Equip.,United States,United States,United States
"Archrock, Inc. ",NYSE,AROC,Oilfield Svcs/Equip.,United States,United States,United States
"Aspen Aerogels, Inc. ",NYSE,ASPN,Oilfield Svcs/Equip.,United States,United States,United States
Baker Hughes Company ,NYSE,BKR,Oilfield Svcs/Equip.,United States,United States,United States
Banner Energy Services Corp. ,OTCPK,BANM,Oilfield Svcs/Equip.,United States,United States,United States
"Basic Energy Services, Inc. ",OTCPK,BASX,Oilfield Svcs/Equip.,United States,United States,United States
Blue Dolphin Energy Company ,OTCPK,BDCO,Oilfield Svcs/Equip.,United States,United States,United States
BlueFire Equipment Corporation ,OTCPK,BLFR,Oilfield Svcs/Equip.,United States,United States,United States
"BlueFire Renewables, Inc. ",OTCPK,BFRE,Oilfield Svcs/Equip.,United States,United States,United States
Bristow Group Inc. ,NYSE,VTOL,Oilfield Svcs/Equip.,United States,United States,United States
"Cactus, Inc. ",NYSE,WHD,Oilfield Svcs/Equip.,United States,United States,United States
"Cal Dive International, Inc. ",OTCPK,CDVI.Q,Oilfield Svcs/Equip.,United States,United States,United States
"Calumet Specialty Products Partners, L.P. ",NasdaqGS,CLMT,Oilfield Svcs/Equip.,United States,United States,United States
ChampionX Corporation ,NasdaqGS,CHX,Oilfield Svcs/Equip.,United States,United States,United States
Chimera Energy Corporation ,OTCPK,CHMR,Oilfield Svcs/Equip.,United States,United States,United States
Clean Energy Fuels Corp. ,NasdaqGS,CLNE,Oilfield Svcs/Equip.,United States,United States,United States
"Clean Energy Pathways, Inc. ",OTCPK,CPWY,Oilfield Svcs/Equip.,United States,United States,United States
"Cleantech Biofuels, Inc. ",OTCPK,CLTH,Oilfield Svcs/Equip.,United States,United States,United States
"Coil Tubing Technology, Inc. ",OTCPK,CTBG,Oilfield Svcs/Equip.,United States,United States,United States
"Consolidated Biofuels, Inc. ",OTCPK,CSBF,Oilfield Svcs/Equip.,United States,United States,United States
Covia Holdings Corporation ,OTCPK,CVIA.Q,Oilfield Svcs/Equip.,United States,United States,United States
CSI Compressco LP ,NasdaqGS,CCLP,Oilfield Svcs/Equip.,United States,United States,United States
"Custom Designed Compressor Systems, Inc. ",OTCPK,CPYJ,Oilfield Svcs/Equip.,United States,United States,United States
"CVR Energy, Inc. ",NYSE,CVI,Oilfield Svcs/Equip.,United States,United States,United States
"Cypress Environmental Partners, L.P. ",NYSE,CELP,Oilfield Svcs/Equip.,United States,United States,United States
Dawson Geophysical Company ,NasdaqGS,DWSN,Oilfield Svcs/Equip.,United States,United States,United States
"Deep Down, Inc. ",OTCPK,DPDW,Oilfield Svcs/Equip.,United States,United States,United States
"Delek US Holdings, Inc. ",NYSE,DK,Oilfield Svcs/Equip.,United States,United States,United States
DMC Global Inc. ,NasdaqGS,BOOM,Oilfield Svcs/Equip.,United States,United States,United States
"Dril-Quip, Inc. ",NYSE,DRQ,Oilfield Svcs/Equip.,United States,United States,United States
"Earth Search Sciences, Inc. ",OTCPK,ESSE,Oilfield Svcs/Equip.,United States,United States,United States
"Elite Group, Inc. ",OTCPK,ELTZ,Oilfield Svcs/Equip.,United States,United States,United States
"Energy & Technology, Corp. ",OTCPK,ENGT,Oilfield Svcs/Equip.,United States,United States,United States
Energy Services of America Corporation ,OTCPK,ESOA,Oilfield Svcs/Equip.,United States,United States,United States
ENGlobal Corporation ,NasdaqCM,ENG,Oilfield Svcs/Equip.,United States,United States,United States
Enservco Corporation ,AMEX,ENSV,Oilfield Svcs/Equip.,United States,United States,United States
Exterran Corporation ,NYSE,EXTN,Oilfield Svcs/Equip.,United States,United States,United States
"Extreme Biodiesel, Inc. ",OTCPK,XTRM,Oilfield Svcs/Equip.,United States,United States,United States
Forbes Energy Services Ltd. ,OTCPK,FLSS,Oilfield Svcs/Equip.,United States,United States,United States
"Forum Energy Technologies, Inc. ",NYSE,FET,Oilfield Svcs/Equip.,United States,United States,United States
"Freedom Energy Holdings, Inc. ",OTCPK,FDMF,Oilfield Svcs/Equip.,United States,United States,United States
"FTS International, Inc. ",AMEX,FTSI,Oilfield Svcs/Equip.,United States,United States,United States
Genoil Inc. ,OTCPK,GNOL.F,Oilfield Svcs/Equip.,United States,United States,United States
Geospace Technologies Corporation ,NasdaqGS,GEOS,Oilfield Svcs/Equip.,United States,United States,United States
Geospatial Corporation ,OTCPK,GSPH,Oilfield Svcs/Equip.,United States,United States,United States
"Gevo, Inc. ",NasdaqCM,GEVO,Oilfield Svcs/Equip.,United States,United States,United States
"Global Clean Energy, Inc. ",OTCPK,GCEI,Oilfield Svcs/Equip.,United States,United States,United States
Glori Energy Inc. ,OTCPK,GLRI,Oilfield Svcs/Equip.,United States,United States,United States
Green Plains Inc. ,NasdaqGS,GPRE,Oilfield Svcs/Equip.,United States,United States,United States
GreenShift Corporation ,OTCPK,GERS,Oilfield Svcs/Equip.,United States,United States,United States
"Greenway Technologies, Inc. ",OTCPK,GWTI,Oilfield Svcs/Equip.,United States,United States,United States
"Gulf Island Fabrication, Inc. ",NasdaqGS,GIFI,Oilfield Svcs/Equip.,United States,United States,United States
Halliburton Company ,NYSE,HAL,Oilfield Svcs/Equip.,United States,United States,United States
"Helix Energy Solutions Group, Inc. ",NYSE,HLX,Oilfield Svcs/Equip.,United States,United States,United States
Hemp Technology Inc. ,OTCPK,HPTY,Oilfield Svcs/Equip.,United States,United States,United States
"HLK Biotech Holding Group, Inc. ",OTCPK,AMHD,Oilfield Svcs/Equip.,United States,United States,United States
HollyFrontier Corporation ,NYSE,HFC,Oilfield Svcs/Equip.,United States,United States,United States
IAHL Corp. ,OTCPK,IAHL,Oilfield Svcs/Equip.,United States,United States,United States
"Incoming, Inc. ",OTCPK,ICNN,Oilfield Svcs/Equip.,United States,United States,United States
Integrated Drilling Equipment Holdings Corp. ,OTCPK,IRIG,Oilfield Svcs/Equip.,United States,United States,United States
ION Geophysical Corporation ,NYSE,IO,Oilfield Svcs/Equip.,United States,United States,United States
"JPO Solutions, Inc. ",OTCPK,MOPN,Oilfield Svcs/Equip.,United States,United States,United States
"KLX Energy Services Holdings, Inc. ",NasdaqGS,KLXE,Oilfield Svcs/Equip.,United States,United States,United States
"Laredo Oil, Inc. ",OTCPK,LRDC,Oilfield Svcs/Equip.,United States,United States,United States
Liberty Oilfield Services Inc. ,NYSE,LBRT,Oilfield Svcs/Equip.,United States,United States,United States
Louisiana Central Oil & Gas Co. ,OTCPK,LCNT.U,Oilfield Svcs/Equip.,United States,United States,United States
"Mammoth Energy Services, Inc. ",NasdaqGS,TUSK,Oilfield Svcs/Equip.,United States,United States,United States
Marathon Petroleum Corporation ,NYSE,MPC,Oilfield Svcs/Equip.,United States,United States,United States
Methes Energies International Ltd. ,OTCPK,MEIL,Oilfield Svcs/Equip.,United States,United States,United States
"MIND Technology, Inc. ",NasdaqGS,MIND,Oilfield Svcs/Equip.,United States,United States,United States
MMEX Resources Corporation ,OTCPK,MMEX,Oilfield Svcs/Equip.,United States,United States,United States
"Momentum Biofuels, Inc. ",OTCPK,MMBF,Oilfield Svcs/Equip.,United States,United States,United States
NanoSave Technologies Inc. ,OTCPK,NNSV,Oilfield Svcs/Equip.,United States,United States,United States
National Energy Services Reunited Corp. ,NasdaqCM,NESR,Oilfield Svcs/Equip.,United States,United States,United States
"Natural Gas Services Group, Inc. ",NYSE,NGS,Oilfield Svcs/Equip.,United States,United States,United States
"NCS Multistage Holdings, Inc. ",NasdaqCM,NCSM,Oilfield Svcs/Equip.,United States,United States,United States
New Fortress Energy Inc. ,NasdaqGS,NFE,Oilfield Svcs/Equip.,United States,United States,United States
"Newpark Resources, Inc. ",NYSE,NR,Oilfield Svcs/Equip.,United States,United States,United States
NexTier Oilfield Solutions Inc. ,NYSE,NEX,Oilfield Svcs/Equip.,United States,United States,United States
"Nine Energy Service, Inc. ",NYSE,NINE,Oilfield Svcs/Equip.,United States,United States,United States
NOV Inc. ,NYSE,NOV,Oilfield Svcs/Equip.,United States,United States,United States
"Nuverra Environmental Solutions, Inc. ",AMEX,NES,Oilfield Svcs/Equip.,United States,United States,United States
"Oceaneering International, Inc. ",NYSE,OII,Oilfield Svcs/Equip.,United States,United States,United States
"Oil States International, Inc. ",NYSE,OIS,Oilfield Svcs/Equip.,United States,United States,United States
"Pacific Ethanol, Inc. ",NasdaqCM,PEIX,Oilfield Svcs/Equip.,United States,United States,United States
"Par Pacific Holdings, Inc. ",NYSE,PARR,Oilfield Svcs/Equip.,United States,United States,United States
"Patten Energy Solutions Group, Inc. ",OTCPK,PTTN,Oilfield Svcs/Equip.,United States,United States,United States
PBF Energy Inc. ,NYSE,PBF,Oilfield Svcs/Equip.,United States,United States,United States
"Petrotech Oil and Gas, Inc. ",OTCPK,PTOG,Oilfield Svcs/Equip.,United States,United States,United States
Phillips 66 ,NYSE,PSX,Oilfield Svcs/Equip.,United States,United States,United States
"Planet Resource Recovery, Inc. ",OTCPK,PRRY,Oilfield Svcs/Equip.,United States,United States,United States
"Plastic2Oil, Inc. ",OTCPK,PTOI,Oilfield Svcs/Equip.,United States,United States,United States
Pledge Petroleum Corp. ,OTCPK,PROP,Oilfield Svcs/Equip.,United States,United States,United States
"Profire Energy, Inc. ",NasdaqCM,PFIE,Oilfield Svcs/Equip.,United States,United States,United States
ProPetro Holding Corp. ,NYSE,PUMP,Oilfield Svcs/Equip.,United States,United States,United States
Purthanol Resources Limited ,OTCPK,PURT,Oilfield Svcs/Equip.,United States,United States,United States
"QS Energy, Inc. ",OTCPK,QSEP,Oilfield Svcs/Equip.,United States,United States,United States
"Quantum Energy, Inc. ",OTCPK,QEGY,Oilfield Svcs/Equip.,United States,United States,United States
"RA Global Services, Inc. ",OTCPK,RAGL,Oilfield Svcs/Equip.,United States,United States,United States
"Ranger Energy Services, Inc. ",NYSE,RNGR,Oilfield Svcs/Equip.,United States,United States,United States
RDX Technologies Corporation ,OTCPK,RGDE.F,Oilfield Svcs/Equip.,United States,United States,United States
"Renewable Energy Group, Inc. ",NasdaqGS,REGI,Oilfield Svcs/Equip.,United States,United States,United States
REX American Resources Corporation ,NYSE,REX,Oilfield Svcs/Equip.,United States,United States,United States
Richland Resources International Group Inc. ,OTCPK,RIGG,Oilfield Svcs/Equip.,United States,United States,United States
"RigNet, Inc. ",NasdaqGS,RNET,Oilfield Svcs/Equip.,United States,United States,United States
"Rival Technologies, Inc. ",OTCPK,RVTI,Oilfield Svcs/Equip.,United States,United States,United States
"RPC, Inc. ",NYSE,RES,Oilfield Svcs/Equip.,United States,United States,United States
"Scepter Holdings, Inc. ",OTCPK,BRZL,Oilfield Svcs/Equip.,United States,United States,United States
Schlumberger Limited ,NYSE,SLB,Oilfield Svcs/Equip.,United States,United States,United States
SEACOR Marine Holdings Inc. ,NYSE,SMHI,Oilfield Svcs/Equip.,United States,United States,United States
"Select Energy Services, Inc. ",NYSE,WTTR,Oilfield Svcs/Equip.,United States,United States,United States
"Skye Petroleum, Inc. ",OTCPK,SKPO,Oilfield Svcs/Equip.,United States,United States,United States
"Smart Sand, Inc. ",NasdaqGS,SND,Oilfield Svcs/Equip.,United States,United States,United States
SMG Industries Inc. ,OTCPK,SMGI,Oilfield Svcs/Equip.,United States,United States,United States
"Solaris Oilfield Infrastructure, Inc. ",NYSE,SOI,Oilfield Svcs/Equip.,United States,United States,United States
"Strainsforpains, Inc. ",OTCPK,EBYH,Oilfield Svcs/Equip.,United States,United States,United States
Stratos Renewables Corporation ,OTCPK,SRNW,Oilfield Svcs/Equip.,United States,United States,United States
Sunoco LP ,NYSE,SUN,Oilfield Svcs/Equip.,United States,United States,United States
"Superior Drilling Products, Inc. ",AMEX,SDPI,Oilfield Svcs/Equip.,United States,United States,United States
"Superior Energy Services, Inc. ",OTCPK,SPNX,Oilfield Svcs/Equip.,United States,United States,United States
"Synthesis Energy Systems, Inc. ",OTCPK,SYNE,Oilfield Svcs/Equip.,United States,United States,United States
"Terra Energy & Resource Technologies, Inc. ",OTCPK,TEGR,Oilfield Svcs/Equip.,United States,United States,United States
"TETRA Technologies, Inc. ",NYSE,TTI,Oilfield Svcs/Equip.,United States,United States,United States
Tidewater Inc. ,NYSE,TDW,Oilfield Svcs/Equip.,United States,United States,United States
"U.S. Silica Holdings, Inc. ",NYSE,SLCA,Oilfield Svcs/Equip.,United States,United States,United States
"Universal Systems, Inc. ",OTCPK,UVSS,Oilfield Svcs/Equip.,United States,United States,United States
"USA Compression Partners, LP ",NYSE,USAC,Oilfield Svcs/Equip.,United States,United States,United States
Valero Energy Corporation ,NYSE,VLO,Oilfield Svcs/Equip.,United States,United States,United States
"Vertex Energy, Inc. ",NasdaqCM,VTNR,Oilfield Svcs/Equip.,United States,United States,United States
"Victory Oilfield Tech, Inc. ",OTCPK,VYEY,Oilfield Svcs/Equip.,United States,United States,United States
Weatherford International plc ,OTCPK,WFTL.F,Oilfield Svcs/Equip.,United States,United States,United States
World Fuel Services Corporation ,NYSE,INT,Oilfield Svcs/Equip.,United States,United States,United States
"WW Energy, Inc. ",OTCPK,WWNG,Oilfield Svcs/Equip.,United States,United States,United States
"Advanced Container Technologies, Inc. ",OTCPK,ACTX,Packaging & Container,United States,United States,United States
"Alliance Creative Group, Inc. ",OTCPK,ACGX,Packaging & Container,United States,United States,United States
"AptarGroup, Inc. ",NYSE,ATR,Packaging & Container,United States,United States,United States
Avery Dennison Corporation ,NYSE,AVY,Packaging & Container,United States,United States,United States
Ball Corporation ,NYSE,BLL,Packaging & Container,United States,United States,United States
"Berry Global Group, Inc. ",NYSE,BERY,Packaging & Container,United States,United States,United States
Chase Packaging Corporation ,OTCPK,WHLT,Packaging & Container,United States,United States,United States
"Crown Holdings, Inc. ",NYSE,CCK,Packaging & Container,United States,United States,United States
Graphic Packaging Holding Company ,NYSE,GPK,Packaging & Container,United States,United States,United States
"Greif, Inc. ",NYSE,GEF,Packaging & Container,United States,United States,United States
International Dispensing Corporation ,OTCPK,IDND,Packaging & Container,United States,United States,United States
International Paper Company ,NYSE,IP,Packaging & Container,United States,United States,United States
"Myers Industries, Inc. ",NYSE,MYE,Packaging & Container,United States,United States,United States
"O-I Glass, Inc. ",NYSE,OI,Packaging & Container,United States,United States,United States
Packaging Corporation of America ,NYSE,PKG,Packaging & Container,United States,United States,United States
Pactiv Evergreen Inc. ,NasdaqGS,PTVE,Packaging & Container,United States,United States,United States
Ranpak Holdings Corp. ,NYSE,PACK,Packaging & Container,United States,United States,United States
"RDVA, Inc. ",OTCPK,RDVA,Packaging & Container,United States,United States,United States
Sealed Air Corporation ,NYSE,SEE,Packaging & Container,United States,United States,United States
Silgan Holdings Inc. ,NasdaqGS,SLGN,Packaging & Container,United States,United States,United States
Sonoco Products Company ,NYSE,SON,Packaging & Container,United States,United States,United States
"UFP Technologies, Inc. ",NasdaqCM,UFPT,Packaging & Container,United States,United States,United States
"Vapor Group, Inc. ",OTCPK,VPOR,Packaging & Container,United States,United States,United States
"Viskase Companies, Inc. ",OTCPK,VKSC,Packaging & Container,United States,United States,United States
WestRock Company ,NYSE,WRK,Packaging & Container,United States,United States,United States
"Zyrox Mining International, Inc. ",OTCPK,ZYRX,Packaging & Container,United States,United States,United States
"Amazonas Florestal, Ltd ",OTCPK,AZFL,Paper/Forest Products,United States,United States,United States
BPM Inc. ,OTCPK,BPMI,Paper/Forest Products,United States,United States,United States
Clearwater Paper Corporation ,NYSE,CLW,Paper/Forest Products,United States,United States,United States
Domtar Corporation ,NYSE,UFS,Paper/Forest Products,United States,United States,United States
"EcoLogix Resource Group, Inc. ",OTCPK,EXRG,Paper/Forest Products,United States,United States,United States
Glatfelter Corporation ,NYSE,GLT,Paper/Forest Products,United States,United States,United States
"Impreso, Inc. ",OTCPK,ZCOM,Paper/Forest Products,United States,United States,United States
"International Display Advertising, Inc. ",OTCPK,IDAD,Paper/Forest Products,United States,United States,United States
"Keweenaw Land Association, Limited ",OTCPK,KEWL,Paper/Forest Products,United States,United States,United States
Louisiana-Pacific Corporation ,NYSE,LPX,Paper/Forest Products,United States,United States,United States
"Neenah, Inc. ",NYSE,NP,Paper/Forest Products,United States,United States,United States
"Schweitzer-Mauduit International, Inc. ",NYSE,SWM,Paper/Forest Products,United States,United States,United States
"SGD Holdings, Ltd. ",OTCPK,SGDH,Paper/Forest Products,United States,United States,United States
"Sugarmade, Inc. ",OTCPK,SGMD,Paper/Forest Products,United States,United States,United States
Verso Corporation ,NYSE,VRS,Paper/Forest Products,United States,United States,United States
"ALLETE, Inc. ",NYSE,ALE,Power,United States,United States,United States
Alliant Energy Corporation ,NasdaqGS,LNT,Power,United States,United States,United States
"American Electric Power Company, Inc. ",NasdaqGS,AEP,Power,United States,United States,United States
"American Environmental Energy, Inc. ",OTCPK,AEEI,Power,United States,United States,United States
Atlantic Power Corporation ,TSX,ATP,Power,United States,United States,United States
Atmos Energy Corporation ,NYSE,ATO,Power,United States,United States,United States
"Avangrid, Inc. ",NYSE,AGR,Power,United States,United States,United States
Brookfield Infrastructure Corporation ,NYSE,BIPC,Power,United States,United States,United States
Chesapeake Utilities Corporation ,NYSE,CPK,Power,United States,United States,United States
"Clearway Energy, Inc. ",NYSE,CWEN.A,Power,United States,United States,United States
"Commerce Energy Group, Inc. ",OTCPK,CMNR,Power,United States,United States,United States
Corning Natural Gas Holding Corporation ,OTCPK,CNIG,Power,United States,United States,United States
Duke Energy Corporation ,NYSE,DUK,Power,United States,United States,United States
"Dynastar Holdings, Inc. ",OTCPK,DYNA,Power,United States,United States,United States
Edison International ,NYSE,EIX,Power,United States,United States,United States
Entergy Corporation ,NYSE,ETR,Power,United States,United States,United States
EuroSite Power Inc. ,OTCPK,EUSP,Power,United States,United States,United States
"Evergy, Inc. ",NYSE,EVRG,Power,United States,United States,United States
Eversource Energy ,NYSE,ES,Power,United States,United States,United States
Exelon Corporation ,NasdaqGS,EXC,Power,United States,United States,United States
"Ferrellgas Partners, L.P. ",OTCPK,FGPR,Power,United States,United States,United States
FirstEnergy Corp. ,NYSE,FE,Power,United States,United States,United States
Genie Energy Ltd. ,NYSE,GNE,Power,United States,United States,United States
"Hawaiian Electric Industries, Inc. ",NYSE,HE,Power,United States,United States,United States
"IDACORP, Inc. ",NYSE,IDA,Power,United States,United States,United States
"MGE Energy, Inc. ",NasdaqGS,MGEE,Power,United States,United States,United States
National Fuel Gas Company ,NYSE,NFG,Power,United States,United States,United States
New Jersey Resources Corporation ,NYSE,NJR,Power,United States,United States,United States
"NextEra Energy, Inc. ",NYSE,NEE,Power,United States,United States,United States
Northwest Natural Holding Company ,NYSE,NWN,Power,United States,United States,United States
"NRG Energy, Inc. ",NYSE,NRG,Power,United States,United States,United States
OGE Energy Corp. ,NYSE,OGE,Power,United States,United States,United States
"ONE Gas, Inc. ",NYSE,OGS,Power,United States,United States,United States
Otter Tail Corporation ,NasdaqGS,OTTR,Power,United States,United States,United States
PG&E Corporation ,NYSE,PCG,Power,United States,United States,United States
Pinnacle West Capital Corporation ,NYSE,PNW,Power,United States,United States,United States
"PNM Resources, Inc. ",NYSE,PNM,Power,United States,United States,United States
Portland General Electric Company ,NYSE,POR,Power,United States,United States,United States
PPL Corporation ,NYSE,PPL,Power,United States,United States,United States
Premier Holding Corporation ,OTCPK,PRHL,Power,United States,United States,United States
"RGC Resources, Inc. ",NasdaqGM,RGCO,Power,United States,United States,United States
"South Jersey Industries, Inc. ",NYSE,SJI,Power,United States,United States,United States
"Southwest Gas Holdings, Inc. ",NYSE,SWX,Power,United States,United States,United States
"Spark Energy, Inc. ",NasdaqGS,SPKE,Power,United States,United States,United States
Spire Inc. ,NYSE,SR,Power,United States,United States,United States
"Star Group, L.P. ",NYSE,SGU,Power,United States,United States,United States
"Suburban Propane Partners, L.P. ",NYSE,SPH,Power,United States,United States,United States
"Summer Energy Holdings, Inc. ",OTCPK,SUME,Power,United States,United States,United States
The AES Corporation ,NYSE,AES,Power,United States,United States,United States
The Southern Company ,NYSE,SO,Power,United States,United States,United States
"U.S. Wind Farming, Inc. ",OTCPK,USWF,Power,United States,United States,United States
UGI Corporation ,NYSE,UGI,Power,United States,United States,United States
"Vista International Technologies, Inc. ",OTCPK,VVIT,Power,United States,United States,United States
Vistra Corp. ,NYSE,VST,Power,United States,United States,United States
Xcel Energy Inc. ,NasdaqGS,XEL,Power,United States,United States,United States
Affinity Gold Corporation ,OTCPK,AFYG,Precious Metals,United States,United States,United States
All American Gold Corp. ,OTCPK,AAGC,Precious Metals,United States,United States,United States
"American International Ventures, Inc. ",OTCPK,AIVN,Precious Metals,United States,United States,United States
American Sierra Gold Corp. ,OTCPK,AMNP,Precious Metals,United States,United States,United States
American Silver Mining Co. ,OTCPK,ASLM,Precious Metals,United States,United States,United States
Andes Gold Corporation ,OTCPK,AGCZ,Precious Metals,United States,United States,United States
Argonaut Gold Inc. ,TSX,AR,Precious Metals,United States,United States,United States
Athena Silver Corporation ,OTCPK,AHNR,Precious Metals,United States,United States,United States
Aura Minerals Inc. ,TSX,ORA,Precious Metals,United States,United States,United States
"Blox, Inc. ",OTCPK,BLXX,Precious Metals,United States,United States,United States
Bonanza Goldfields Corp. ,OTCPK,BONZ,Precious Metals,United States,United States,United States
BrightRock Gold Corp. ,OTCPK,BRGC,Precious Metals,United States,United States,United States
Chester Mining Company ,OTCPK,CHMN,Precious Metals,United States,United States,United States
"Coeur Mining, Inc. ",NYSE,CDE,Precious Metals,United States,United States,United States
Comstock Mining Inc. ,AMEX,LODE,Precious Metals,United States,United States,United States
Dakota Territory Resource Corp. ,OTCPK,DTRC,Precious Metals,United States,United States,United States
Diamond Discoveries International Corp. ,OTCPK,DMDD,Precious Metals,United States,United States,United States
Discovery Minerals Ltd. ,OTCPK,DSCR,Precious Metals,United States,United States,United States
"DynaResource, Inc. ",OTCPK,DYNR,Precious Metals,United States,United States,United States
"Eastern Goldfields, Inc. ",OTCPK,EGDD,Precious Metals,United States,United States,United States
"El Capitan Precious Metals, Inc. ",OTCPK,ECPN,Precious Metals,United States,United States,United States
"El Maniel International, Inc. ",OTCPK,EMLL,Precious Metals,United States,United States,United States
"Ensurge, Inc. ",OTCPK,ESGI,Precious Metals,United States,United States,United States
Flowery Gold Mines Co. ,OTCPK,FLOD,Precious Metals,United States,United States,United States
"Gatos Silver, Inc. ",NYSE,GATO,Precious Metals,United States,United States,United States
Gold and GemStone Mining Inc. ,OTCPK,GGSM,Precious Metals,United States,United States,United States
Gold Reserve Inc. ,OTCPK,GDRZ.F,Precious Metals,United States,United States,United States
Gold Resource Corporation ,AMEX,GORO,Precious Metals,United States,United States,United States
Golden Minerals Company ,AMEX,AUMN,Precious Metals,United States,United States,United States
"Golden Phoenix Minerals, Inc. ",OTCPK,GPXM,Precious Metals,United States,United States,United States
Goldrich Mining Company ,OTCPK,GRMC,Precious Metals,United States,United States,United States
"Grand Capital Ventures, Inc. ",OTCPK,GRCV,Precious Metals,United States,United States,United States
GRN Holding Corporation ,OTCPK,GRNF,Precious Metals,United States,United States,United States
Gryphon Gold Corporation ,OTCPK,GYPH.Q,Precious Metals,United States,United States,United States
Guyana Gold Corp. ,OTCPK,GYGC,Precious Metals,United States,United States,United States
Hecla Mining Company ,NYSE,HL,Precious Metals,United States,United States,United States
"HK Battery Technology, Inc. ",OTCPK,HKBT,Precious Metals,United States,United States,United States
Hycroft Mining Holding Corporation ,NasdaqCM,HYMC,Precious Metals,United States,United States,United States
"Inception Mining, Inc. ",OTCPK,IMII,Precious Metals,United States,United States,United States
Infrastructure Materials Corp. ,OTCPK,IFAM,Precious Metals,United States,United States,United States
"International Silver, Inc. ",OTCPK,ISLV,Precious Metals,United States,United States,United States
"Intertech Solutions , Inc. ",OTCPK,ITEC,Precious Metals,United States,United States,United States
Kibush Capital Corporation ,OTCPK,DLCR,Precious Metals,United States,United States,United States
LKA Gold Incorporated ,OTCPK,LKAI,Precious Metals,United States,United States,United States
Lucky Friday Extn Mining Co. ,OTCPK,LFEX,Precious Metals,United States,United States,United States
